year,sample_size,employment,members,covered,p_members,p_covered,facet
1980,3962,5152.03611000001,190.39283000000012,249.78836000000013,0.0369548723101615,0.0484834238886833,"finance, insurance, and real estate"
1981,943,5594.283279999986,213.91604,312.7490799999999,0.0382383279502391,0.0559051185846328,"finance, insurance, and real estate"
1983,10895,5708.498786666642,193.45318333333327,270.1941675000001,0.0338886268436908,0.0473319143056869,"finance, insurance, and real estate"
1984,11160,5953.654805833339,194.58863916666672,276.83851666666675,0.0326838977634906,0.0464989207684993,"finance, insurance, and real estate"
1985,11618,6188.747246666673,217.73254333333344,290.1203300000002,0.0351820066571235,0.0468786843121051,"finance, insurance, and real estate"
1986,12066,6582.486171666649,206.5518350000001,273.58572083333326,0.0313789993524551,0.0415626727044582,"finance, insurance, and real estate"
1987,12488,6928.6920816666825,208.43155583333336,274.7708508333334,0.0300823803991079,0.0396569594740867,"finance, insurance, and real estate"
1988,11680,7002.763745833333,223.59863083333332,288.44080999999994,0.0319300554692745,0.0411895662546157,"finance, insurance, and real estate"
1989,11747,7045.421056666624,196.96096500000007,257.0592075,0.0279558822512626,0.0364859960973262,"finance, insurance, and real estate"
1990,12400,7079.484685000018,222.88464416666656,293.4660866666667,0.0314831733703613,0.0414530299603939,"finance, insurance, and real estate"
1991,11973,6945.246585833348,220.1111266666667,285.740501666667,0.0316923409700393,0.0411418788135051,"finance, insurance, and real estate"
1992,11640,6887.559183333329,189.9540116666666,251.19747416666655,0.0275792926549911,0.0364711880683898,"finance, insurance, and real estate"
1993,11499,7043.990636666667,191.9494725,247.72661749999983,0.0272501036524772,0.0351685062050819,"finance, insurance, and real estate"
1994,11166,7132.000909933362,217.47725818333345,291.15087119999976,0.0304931625723838,0.0408231690526008,"finance, insurance, and real estate"
1995,10918,6972.768114341679,195.1934891333333,239.29092864166657,0.0279936864972114,0.0343179255723953,"finance, insurance, and real estate"
1996,9641,7071.364532299973,230.04144489166663,284.08532367500004,0.0325314067304134,0.0401740446686744,"finance, insurance, and real estate"
1997,9889,7294.027199724996,216.35420401666656,264.7185687666664,0.0296618305146694,0.0362925119698047,"finance, insurance, and real estate"
1998,10283,7623.073202008277,205.30311238333329,256.44260644999986,0.0269318036735057,0.0336403176188468,"finance, insurance, and real estate"
1999,10388,7780.187812741651,200.99836900833324,244.2988745833333,0.0258346423506736,0.0314001254737377,"finance, insurance, and real estate"
2000,10343,7686.437087841652,173.54143785000002,212.21566109999995,0.0225776173174381,0.0276091061532497,"finance, insurance, and real estate"
2001,11151,7835.642411450017,193.43448719166676,253.89674762500007,0.024686487391591,0.0324027985334396,"finance, insurance, and real estate"
2002,12217,7900.753096808317,182.20464896666672,227.46047305000013,0.0230616815388202,0.0287897195667028,"finance, insurance, and real estate"
2003,12618,8554.916299099952,216.1704852666667,285.52358060833336,0.025268567726016,0.0333753786981105,"finance, insurance, and real estate"
2004,12473,8714.135589849977,229.14923204166664,275.0607387583331,0.026296267285943,0.0315648913383483,"finance, insurance, and real estate"
2005,12512,8844.732256433334,253.5645333916667,304.9237690083335,0.0286684241145849,0.0344751849770545,"finance, insurance, and real estate"
2006,12601,9097.708193483364,245.8727288333333,288.7394921666666,0.0270257871598005,0.0317376069724559,"finance, insurance, and real estate"
2007,12359,9092.309263533343,228.5344262083333,279.9818238000002,0.0251349154859781,0.0307932570576667,"finance, insurance, and real estate"
2008,11894,8885.748785966627,208.63703101666655,255.08109524999983,0.0234799608588218,0.0287067648023366,"finance, insurance, and real estate"
2009,11421,8442.10102395835,191.17186254166663,240.33854802499997,0.0226450581103563,0.028469044715166,"finance, insurance, and real estate"
2010,11226,8295.105582950016,211.17276993333337,264.2435402000001,0.025457514449954,0.0318553559482097,"finance, insurance, and real estate"
2011,11025,8324.46837396662,185.47627304999983,227.5097913666665,0.0222808551043272,0.0273302495479583,"finance, insurance, and real estate"
2012,10924,8416.727774549998,204.41578921666672,256.2012623416666,0.0242868475615978,0.0304395332932472,"finance, insurance, and real estate"
2013,11232,8758.900700166636,237.07994295000017,294.492939025,0.0270673166960477,0.0336221344769001,"finance, insurance, and real estate"
2014,11060,8723.401306524966,222.1753990166668,256.44500125833343,0.0254688952118158,0.0293973628431558,"finance, insurance, and real estate"
2015,10852,8986.19738651666,254.1862203750001,296.37929742500006,0.0282862931489944,0.0329816155135631,"finance, insurance, and real estate"
2016,10924,9204.422933033338,270.76506958333334,342.2140986166666,0.0294168442487716,0.037179309874773,"finance, insurance, and real estate"
2017,10721,9268.58249592498,258.9738990583335,324.439594675,0.027941046282649,0.0350042283535003,"finance, insurance, and real estate"
2018,10332,9317.723009525049,228.2794602833333,293.20824150833334,0.0244994889944791,0.0314677990972995,"finance, insurance, and real estate"
2019,10150,9557.632508324952,230.45585173333345,292.0146241083331,0.024112232029438,0.0305530298501253,"finance, insurance, and real estate"
2020,9111,9276.59504359167,202.6202223583335,279.0621165833335,0.0218420904129743,0.0300823859870433,"finance, insurance, and real estate"
2021,8932,9293.83389636666,239.4524423833332,321.40008607500016,0.0257646571844816,0.0345820784568786,"finance, insurance, and real estate"
2022,8505,9511.356080975002,215.06476602499987,285.2310630250001,0.022611366584897,0.0299884751439094,"finance, insurance, and real estate"
1973,13092,20167.248050000035,2403.3715199999974,,0.1191720142960548,,services
1974,12925,20631.766270000047,2645.801109999996,,0.1282391995191574,,services
1975,13085,21261.65102999992,2767.0104600000045,,0.1301409006118774,,services
1976,13521,22368.56967999997,2934.242049999996,,0.131177008152008,,services
1977,16381,22958.087440000018,4055.776899999994,4958.068649999997,0.1766600459814071,0.2159617394208908,services
1978,16561,24169.342619999872,4201.883510000001,5128.85015999999,0.1738517880439758,0.2122047841548919,services
1979,16588,24458.31533000008,4582.785800000004,5534.845859999997,0.1873712837696075,0.2262970954179763,services
1980,20174,25123.249600000006,4742.582410000012,5719.204250000019,0.1887726485729217,0.2276458740234375,services
1981,4504,25708.20184000002,4376.31028,5128.521479999997,0.1702301204204559,0.1994896978139877,services
1983,53930,26858.547579166778,4585.611443333333,5755.801161666656,0.1707319170236587,0.2143005430698394,services
1984,54575,27753.164398333443,4574.932934166664,5622.658320000008,0.1648436486721038,0.2025952190160751,services
1985,56066,28814.164982499697,4537.113108333352,5539.882456666688,0.1574612110853195,0.1922624707221985,services
1986,56293,29726.351860833038,4510.1705050000055,5517.003395833309,0.1517229676246643,0.1855930238962173,services
1987,57154,30845.691796666757,4624.631495833335,5554.627704999984,0.1499279588460922,0.1800779104232788,services
1988,55617,32031.504589166787,4784.813644999983,5733.978185833346,0.1493783593177795,0.179010584950447,services
1989,57267,33017.85924500008,4913.941257499997,5900.24158916665,0.1488267630338668,0.1786984950304031,services
1990,61411,33968.26654666683,4934.026737499982,5968.090745833324,0.1452540010213852,0.1756960600614547,services
1991,61118,34468.94647999965,5003.198008333336,5979.652615000007,0.1451508849859237,0.1734794080257415,services
1992,61547,35703.56853083315,5154.18969333332,6152.288214166644,0.1443606317043304,0.172315776348114,services
1993,61439,36644.07240499997,5410.577192500004,6387.341100833319,0.1476521790027618,0.1743076145648956,services
1994,60499,37368.48674005808,5526.983245158321,6461.509600749992,0.1479049324989318,0.1729133278131485,services
1995,60493,38249.5242171669,5404.814446916686,6341.575771475025,0.1413040906190872,0.1657948940992355,services
1996,54333,39238.291583850194,5460.423948458328,6372.657472933335,0.1391605883836746,0.1624091416597366,services
1997,56043,40591.50184745014,5380.033777141668,6275.06716375,0.1325408965349197,0.1545906662940979,services
1998,56972,41431.0454427662,5498.283218258331,6376.192322966671,0.1327092498540878,0.1538988947868347,services
1999,58545,42990.74853274962,5816.844699833338,6635.325855308353,0.135304570198059,0.1543431133031845,services
2000,59376,43900.68476513361,5869.971253225015,6751.983264874996,0.1337102502584457,0.1538013219833374,services
2001,64497,44717.16862895825,6029.163258933323,6820.812622658316,0.1348288208246231,0.1525322943925857,services
2002,70474,45264.95662802447,6126.371393816658,6898.663713016647,0.1353446841239929,0.1524062752723693,services
2003,80169,53716.85700515888,6180.347420774989,7060.008653341663,0.115054152905941,0.1314300447702407,services
2004,79214,54551.95356514133,6218.419236183328,7073.691938008327,0.113990768790245,0.1296689063310623,services
2005,79834,55728.36868301675,6442.7519103916575,7266.159804391684,0.1156099140644073,0.1303852945566177,services
2006,79749,56799.623738708266,6436.500211075004,7259.024101424996,0.113319419324398,0.1278005689382553,services
2007,80072,58309.61678965065,6682.635673358313,7574.272236058336,0.1146060675382614,0.1298974752426147,services
2008,80487,59393.91730037515,6994.932408025003,7899.754298308343,0.1177718639373779,0.1330061107873916,services
2009,80838,59212.66748191643,6944.763759941624,7794.281468649949,0.1172851026058197,0.131632000207901,services
2010,80760,59584.20094493231,6753.165163675013,7598.168967191684,0.1133381873369216,0.1275198608636856,services
2011,80060,60044.68140440041,6737.236030649983,7574.072712425008,0.1122037097811698,0.126140609383583,services
2012,80468,61838.9773202675,6581.025023916663,7440.9550051499955,0.1064219549298286,0.1203279122710228,services
2013,80232,62507.14343222481,6577.154711824998,7378.65664561665,0.1052224487066268,0.1180450171232223,services
2014,80517,63362.26084430909,6669.617495716664,7534.153682733339,0.1052616685628891,0.1189060136675834,services
2015,80339,64996.7046223498,6976.200143250033,7918.987672541688,0.107331596314907,0.1218367591500282,services
2016,80976,66648.68143722447,6813.481886866667,7771.810973224997,0.1022298112511634,0.1166086196899414,services
2017,79890,67366.69820649193,6782.489046858327,7669.569882291664,0.1006801500916481,0.1138480901718139,services
2018,77963,68514.2740132319,6851.376285916663,7755.465592058325,0.0999992564320564,0.113194890320301,services
2019,76301,70188.27827455066,6804.560727924966,7791.178604399965,0.0969472527503967,0.1110039874911308,services
2020,64314,63739.06668081672,6592.402667774993,7549.264229766672,0.1034279763698577,0.118440143764019,services
2021,64681,66028.0370731164,6517.119041474982,7489.694212841652,0.0987022966146469,0.1134320273995399,services
2022,63413,69434.64647903353,6695.854347033352,7638.194331475023,0.0964339077472686,0.1100055202841758,services
1973,2343,3633.679459999996,728.68034,,0.2005351185798645,,public administration
1974,2386,3881.504550000001,817.9704000000011,,0.2107353955507278,,public administration
1975,2440,4026.0432800000026,862.8816600000008,,0.2143249809741974,,public administration
1976,2443,4076.2808399999954,906.3326100000006,,0.2223430275917053,,public administration
1977,3122,4283.59561,1098.18266,1371.859729999998,0.2563693523406982,0.3202589154243469,public administration
1978,2986,4239.760389999996,1112.8169199999988,1380.8152899999982,0.2624716460704803,0.3256824016571045,public administration
1979,3098,4452.200280000008,1334.8885,1620.07518,0.2998266816139221,0.363881915807724,public administration
1980,3953,4672.388059999998,1302.9094600000003,1602.0566799999986,0.2788529992103576,0.3428774774074554,public administration
1981,840,4490.2155600000015,1159.462799999999,1497.24224,0.258219838142395,0.3334455192089081,public administration
1983,10009,4751.045230833341,1426.363267499997,1817.9396833333312,0.3002209365367889,0.3826399445533752,public administration
1984,9796,4778.440804166666,1360.5132624999994,1751.0783116666646,0.2847190797328949,0.3664539158344269,public administration
1985,9974,4985.451860000024,1429.9226916666637,1769.5790025000006,0.2868190705776214,0.3549485802650451,public administration
1986,9924,5139.411494166658,1506.3402641666682,1860.510676666672,0.2930958569049835,0.3620085120201111,public administration
1987,9886,5239.261113333362,1565.5182450000048,1880.4501491666715,0.2988051474094391,0.3589151501655578,public administration
1988,9733,5465.283315833324,1647.5656350000013,2013.768698333332,0.3014602363109588,0.3684655725955963,public administration
1989,9801,5576.276285000002,1680.809399166665,2045.0738858333336,0.3014214634895324,0.3667454421520233,public administration
1990,10228,5619.87995166668,1683.9204700000012,2054.66133,0.2996363639831543,0.3656059205532074,public administration
1991,10019,5706.724876666643,1783.411620833332,2128.9525800000006,0.3125105202198028,0.3730603158473968,public administration
1992,9676,5616.759567500002,1746.7725091666682,2118.0636841666696,0.3109929263591766,0.3770971000194549,public administration
1993,9620,5797.205764166667,1876.771388333334,2227.4675375000006,0.323737233877182,0.3842312395572662,public administration
1994,9436,5870.115817441662,1962.9764082583429,2308.5851757166715,0.3344016373157501,0.3932776153087616,public administration
1995,9497,5978.477644300017,1908.6974474083304,2229.562925291675,0.3192614614963531,0.3729315400123596,public administration
1996,8281,5790.482349216644,1861.170963791664,2153.615576508332,0.3214190006256103,0.3719233572483063,public administration
1997,8226,5724.306008300009,1827.2916839499987,2088.6785192833345,0.3192162811756134,0.3648788928985595,public administration
1998,8227,5899.187620341675,1959.629262891668,2212.7124047666634,0.3321862816810608,0.3750876486301422,public administration
1999,8434,5966.31053359166,1859.667280475,2146.1067706916697,0.3116946816444397,0.3597041666507721,public administration
2000,8455,5978.128607758335,1913.282307483332,2135.3275003583326,0.3200470209121704,0.3571899533271789,public administration
2001,9064,6081.787893733317,1959.6368344499983,2208.798484608331,0.3222139477729797,0.3631824254989624,public administration
2002,9944,6161.318265833325,1993.6344914083304,2217.2994582583324,0.3235727250576019,0.3598741888999939,public administration
2003,9749,6249.456616166664,2006.1469824500016,2243.424335408336,0.3210114240646362,0.3589791059494018,public administration
2004,9683,6358.430712166649,2031.9761045,2260.1522399083324,0.3195719420909881,0.3554575443267822,public administration
2005,9937,6578.174706425001,2095.6390491583384,2304.881828166667,0.3185745477676391,0.3503831923007965,public administration
2006,9789,6514.829587000005,2039.789533108336,2243.4213258750046,0.3130994439125061,0.3443560898303985,public administration
2007,9908,6716.471488308334,2099.6223407833368,2299.8101307833385,0.3126079440116882,0.342413455247879,public administration
2008,9948,6777.28512294167,2235.959472924997,2441.159433283328,0.3299196362495422,0.3601972460746765,public administration
2009,10034,6857.129099449971,2285.775960441663,2508.462505583335,0.3333429992198944,0.3658181726932525,public administration
2010,10086,6957.733857750015,2171.6916261416663,2419.9643531499974,0.3121262788772583,0.3478092849254608,public administration
2011,9759,6784.573676666673,2221.66782401667,2462.5588019666748,0.3274587094783783,0.3629644215106964,public administration
2012,9337,6681.104176574985,2129.758507883329,2319.5925070999992,0.3187734186649322,0.3471870124340057,public administration
2013,9317,6694.609759566686,2147.611519991667,2359.2328314249985,0.3207971155643463,0.3524078130722046,public administration
2014,9406,6739.558351316669,2173.731216074999,2393.2203784750004,0.3225331902503967,0.3551004827022552,public administration
2015,9357,6844.3051366417,2148.79960175,2385.647545716662,0.3139543831348419,0.3485594987869262,public administration
2016,9336,6855.920469433346,2054.3110919166675,2242.4630352583345,0.2996404469013214,0.3270841538906097,public administration
2017,9391,7098.068623799981,2171.1243558416654,2386.26203093333,0.3058753609657287,0.3361846804618835,public administration
2018,9341,7358.357361174999,2138.009927108332,2352.51815724166,0.290555328130722,0.3197069764137268,public administration
2019,8773,7200.121133416653,2154.194411791666,2374.814445066666,0.2991886436939239,0.3298297822475433,public administration
2020,8443,7500.474277141652,2276.809452650003,2503.102915533334,0.3035553991794586,0.3337259590625763,public administration
2021,8120,7382.443446108347,2143.0670694,2372.5559068583298,0.2902923822402954,0.3213781416416168,public administration
2022,7800,7677.692569058317,2167.664143708336,2418.8066994666688,0.2823327481746673,0.3150434494018554,public administration
1973,40245,61886.475310000205,14954.110229999893,,0.2416377812623977,,private sector: all
1974,39422,62947.45970000119,14703.765030000066,,0.2335879057645797,,private sector: all
1975,37609,61206.23959999961,13176.78349999997,,0.2152849733829498,,private sector: all
1976,38669,63848.02065999949,13613.51712999998,,0.2132175266742706,,private sector: all
1977,46052,66086.37537000008,14340.499510000003,15423.463040000015,0.2169963121414184,0.2333834022283554,private sector: all
1978,46470,69566.29435999933,14424.67402000002,15663.108330000014,0.2073514759540557,0.22515369951725,private sector: all
1979,47018,71273.14483000025,15117.982269999937,16529.501809999907,0.2121133059263229,0.2319176644086837,private sector: all
1980,55246,71440.71863999983,14331.628500000064,15525.711250000042,0.2006086856126785,0.2173230051994323,private sector: all
1981,12637,74439.71964000016,13948.455760000012,15173.834680000004,0.1873792111873626,0.2038405686616897,private sector: all
1983,141311,72655.72462916713,11980.183380833309,13419.926825833283,0.1648897379636764,0.1847057044506073,private sector: all
1984,145104,76361.38777916851,11684.046167500035,12985.627691666696,0.1530098766088485,0.1700548976659774,private sector: all
1985,148185,78449.15370749877,11252.958711666672,12437.53256333339,0.1434427052736282,0.1585426032543182,private sector: all
1986,147678,80512.0498750002,11084.658840833335,12203.917751666646,0.1376770138740539,0.1515787690877914,private sector: all
1987,148698,82438.40154499978,10857.316095833265,11885.24985083328,0.1317021697759628,0.1441712826490402,private sector: all
1988,142409,84216.81199750138,10702.439015000024,11756.251189166696,0.1270819753408432,0.1395950615406036,private sector: all
1989,145372,85988.85362750026,10536.22994666667,11583.117448333354,0.1225301846861839,0.1347048729658126,private sector: all
1990,152197,87066.36612666714,10299.397559166662,11425.356129999978,0.1182936429977417,0.1312258243560791,private sector: all
1991,147112,85694.15077583412,9992.969071666666,11006.449324999976,0.1166120320558548,0.1284387409687042,private sector: all
1992,144911,86456.28094833218,9778.73872666666,10752.774535000022,0.1131061688065528,0.1243723928928375,private sector: all
1993,142859,87398.24494333426,9627.255990833326,10539.236610000024,0.1101538836956024,0.1205886527895927,private sector: all
1994,140651,89648.5977593595,9649.362798416674,10650.633240150057,0.1076354011893272,0.1188042387366294,private sector: all
1995,140723,91680.54091564917,9432.14802060001,10359.764414425032,0.1028805896639823,0.1129985079169273,private sector: all
1996,126230,93750.07061284156,9414.974048399965,10328.439590141656,0.1004263162612915,0.1101699396967887,private sector: all
1997,129035,96385.84470644096,9363.259918200038,10254.96567186671,0.0971435159444809,0.1063949316740036,private sector: all
1998,131129,98328.92215748275,9306.09457465837,10103.629298075091,0.0946424975991249,0.1027533784508705,private sector: all
1999,132817,100025.38371424204,9418.588058883388,10215.969785775054,0.0941619798541069,0.1021337732672691,private sector: all
2000,134554,101809.91578704382,9147.717103358344,9968.536008516669,0.0898509472608566,0.0979132130742073,private sector: all
2001,143041,101577.29416628496,9141.26337178334,9902.717496233312,0.0899931788444519,0.0974894762039184,private sector: all
2002,152871,100581.35998436013,8651.543372633292,9369.696293383333,0.086015373468399,0.0931553915143013,private sector: all
2003,150050,102647.62883774113,8451.83089085,9263.660647566656,0.0823382958769798,0.0902471989393234,private sector: all
2004,147496,103583.5859415521,8204.544435875001,8956.190550933385,0.079206995666027,0.086463414132595,private sector: all
2005,148598,105508.39974170044,8255.019834216666,8961.56092552496,0.0782404020428657,0.0849369466304779,private sector: all
2006,148602,107845.55093329118,7981.2893340416285,8687.744830474952,0.0740066617727279,0.0805572867393493,private sector: all
2007,146614,108713.798464341,8113.620799716661,8870.014223150021,0.074632853269577,0.0815905109047889,private sector: all
2008,144506,108072.5889216163,8265.209418508352,9084.3946723834,0.0764783173799514,0.0840582698583602,private sector: all
2009,139413,103357.2890368144,7430.803759324987,8226.116188408314,0.0718943402171135,0.0795891284942627,private sector: all
2010,137980,103040.38328834838,7091.936221308329,7883.55639921666,0.0688267648220062,0.0765093863010406,private sector: all
2011,137410,104778.37391549832,7204.4870893083225,7971.873605858318,0.0687592923641204,0.0760831981897354,private sector: all
2012,137861,107230.19111201706,7029.895843900014,7844.336458233354,0.0655589252710342,0.0731541812419891,private sector: all
2013,137988,108724.33986272854,7312.727846724998,8122.06954325,0.0672593414783477,0.0747033208608627,private sector: all
2014,139486,111259.54284523265,7355.97181205833,8219.29902665001,0.0661154240369796,0.0738750025629997,private sector: all
2015,137826,113193.18745312236,7552.444241025021,8410.110931566696,0.0667217224836349,0.0742987394332885,private sector: all
2016,138525,115462.19401664118,7436.169692158354,8438.066425941677,0.0644035041332244,0.0730807706713676,private sector: all
2017,136904,116961.43570751906,7600.238796641644,8490.918806741656,0.0649807229638099,0.0725958868861198,private sector: all
2018,133898,119010.8892340322,7578.018413749982,8512.446640733315,0.0636750012636184,0.0715266168117523,private sector: all
2019,129865,120755.20043155891,7507.9427585583135,8562.00240751667,0.0621749013662338,0.0709038004279136,private sector: all
2020,111050,111587.0107894928,7082.264047899978,8020.848801033345,0.0634685382246971,0.0718797743320465,private sector: all
2021,112246,115807.47232674224,7025.760255041711,8050.14968163339,0.0606675893068313,0.0695132166147232,private sector: all
2022,108688,120400.19033457572,7219.148013458349,8163.655676333354,0.0599596053361892,0.0678043439984321,private sector: all
1973,39431,60643.31891000018,14899.993009999886,,0.2456988394260406,,private sector: nonagricultural
1974,38589,61632.49350000113,14671.021740000058,,0.2380403727293014,,private sector: nonagricultural
1975,36786,59879.41100999954,13135.030539999963,,0.2193580418825149,,private sector: nonagricultural
1976,37871,62539.926849999465,13585.780699999985,,0.2172337174415588,,private sector: nonagricultural
1977,44992,64718.42979000012,14298.997710000003,15374.328430000016,0.2209416627883911,0.2375571876764297,private sector: nonagricultural
1978,45428,68154.60533999954,14388.85829000002,15622.506120000013,0.2111208438873291,0.2292215824127197,private sector: nonagricultural
1979,45975,69854.80252000029,15077.644469999936,16477.684399999907,0.2158426344394683,0.2358847707509994,private sector: nonagricultural
1980,53981,70013.2596999999,14285.517240000056,15475.719620000044,0.2040401697158813,0.2210398316383361,private sector: nonagricultural
1981,12346,72944.43012000018,13928.93228000001,15154.311200000007,0.190952643752098,0.207751452922821,private sector: nonagricultural
1983,138390,71224.81142666726,11933.309302499963,13368.968679166614,0.167544275522232,0.1877010017633438,private sector: nonagricultural
1984,142329,74930.56046500156,11647.277542500036,12942.644981666695,0.1554409563541412,0.1727285236120224,private sector: nonagricultural
1985,145521,77043.98629749891,11226.818290000008,12409.080042500062,0.1457195878028869,0.1610648781061172,private sector: nonagricultural
1986,145111,79090.86550499997,11051.447453333334,12165.313403333312,0.1397310197353363,0.1538143903017044,private sector: nonagricultural
1987,146146,80992.97039999996,10825.566864999935,11850.280768333272,0.1336605697870254,0.1463124603033065,private sector: nonagricultural
1988,139846,82740.54581000106,10673.994608333369,11723.02378083337,0.1290056109428405,0.1416841447353363,private sector: nonagricultural
1989,142852,84504.43163750028,10519.962126666667,11555.64218750002,0.1244900673627853,0.1367459893226623,private sector: nonagricultural
1990,149530,85492.8765916672,10270.622821666668,11394.051467499989,0.1201342493295669,0.1332748681306839,private sector: nonagricultural
1991,144531,84138.06537000045,9965.159613333337,10975.842458333313,0.118438184261322,0.1304503828287124,private sector: nonagricultural
1992,142432,84916.6593508322,9743.928234166651,10711.786256666686,0.1147469580173492,0.1261446923017501,private sector: nonagricultural
1993,140493,85882.46504750093,9602.842832499982,10507.632007500024,0.1118137761950492,0.1223489791154861,private sector: nonagricultural
1994,138496,88169.05822946776,9618.280378983342,10611.655378983382,0.1090890690684318,0.1203557774424552,private sector: nonagricultural
1995,138486,90120.990084041,9399.975517100009,10318.21367303336,0.1043039560317993,0.1144929006695747,private sector: nonagricultural
1996,123905,92059.18975999976,9385.043704549958,10293.407620208323,0.1019457578659057,0.1118129268288612,private sector: nonagricultural
1997,126836,94705.25915119944,9327.00568575003,10215.059581416708,0.0984845608472824,0.1078615859150886,private sector: nonagricultural
1998,128829,96589.61140552472,9279.686462283373,10072.93681650842,0.0960733368992805,0.1042859256267547,private sector: nonagricultural
1999,130506,98304.3542457004,9376.045997008388,10167.524055108384,0.0953777283430099,0.1034290269017219,private sector: nonagricultural
2000,132161,99988.84045197711,9109.687082025011,9923.698630941672,0.091107040643692,0.0992480590939521,private sector: nonagricultural
2001,140614,99921.77076079306,9113.57662603334,9869.410269149985,0.0912071168422699,0.0987713709473609,private sector: nonagricultural
2002,150204,98830.66387570162,8612.409000308293,9325.350407891669,0.0871430858969688,0.0943568497896194,private sector: nonagricultural
2003,148709,101788.86885969096,8440.55583626667,9250.074416549987,0.0829221904277801,0.0908751040697097,private sector: nonagricultural
2004,146180,102753.11342040212,8188.380590458332,8936.624463541722,0.0796898528933525,0.0869718119502067,private sector: nonagricultural
2005,147313,104679.79054874208,8237.157968974998,8941.080556899959,0.0786890983581543,0.0854136273264885,private sector: nonagricultural
2006,147285,106995.10939674938,7964.788093774963,8669.545693499944,0.0744406729936599,0.0810274928808212,private sector: nonagricultural
2007,145311,107843.99421680736,8100.0666358249955,8854.336620175021,0.0751091092824935,0.0821031928062439,private sector: nonagricultural
2008,143153,107178.09317344138,8243.341190450019,9057.790557391732,0.0769125595688819,0.0845115855336189,private sector: nonagricultural
2009,138131,102479.03370423932,7424.3483898666545,8218.270451924984,0.0724474862217903,0.0801946520805358,private sector: nonagricultural
2010,136698,102134.44685633163,7081.9707866999925,7871.191228458329,0.0693396925926208,0.077066957950592,private sector: nonagricultural
2011,136038,103828.56773817344,7190.576347858325,7953.615887283319,0.0692543163895607,0.0766033455729484,private sector: nonagricultural
2012,136460,106238.11616215846,7015.832042491682,7825.306323658355,0.0660387501120567,0.0736581832170486,private sector: nonagricultural
2013,136780,107851.63911517008,7304.0657173833315,8112.785699508332,0.0677232667803764,0.0752217173576355,private sector: nonagricultural
2014,138063,110254.93011967462,7345.081192633331,8203.509911791676,0.0666190758347511,0.0744049251079559,private sector: nonagricultural
2015,136346,112119.63658683911,7539.669468691687,8390.902297100025,0.0672466456890106,0.0748388320207595,private sector: nonagricultural
2016,137010,114357.30732234956,7422.396541516688,8415.46268905834,0.0649053081870079,0.0735891982913017,private sector: nonagricultural
2017,135417,115855.87344781857,7579.295094258309,8467.18039404165,0.0654200315475463,0.0730837360024452,private sector: nonagricultural
2018,132493,117915.77967254074,7555.428280608315,8485.275648724972,0.0640747845172882,0.0719604790210723,private sector: nonagricultural
2019,128492,119632.80122620073,7491.999354333313,8535.979340583332,0.0626249611377716,0.0713514983654022,private sector: nonagricultural
2020,109856,110489.56615620948,7068.015620666645,8004.134766191678,0.0639699846506118,0.0724424496293068,private sector: nonagricultural
2021,111026,114700.58237935044,6989.118472383374,8011.789065658388,0.060933593660593,0.0698495954275131,private sector: nonagricultural
2022,107603,119348.6778399342,7180.346544166682,8120.631571533352,0.0601627640426158,0.0680412352085113,private sector: nonagricultural
1973,2670,4131.806279999995,1632.8126200000013,,0.3951812982559204,,private sector: construction
1974,2479,4017.214849999985,1490.871269999998,,0.3711206316947937,,private sector: construction
1975,2103,3464.035730000003,1283.9874199999988,,0.3706623017787933,,private sector: construction
1976,2208,3692.8744299999967,1321.8779200000013,,0.357953667640686,,private sector: construction
1977,2882,3975.375880000004,1425.31721,1495.17464,0.3585364520549774,0.3761090040206909,private sector: construction
1978,3030,4422.28352,1418.7474799999982,1495.2359999999974,0.3208178579807281,0.3381139934062958,private sector: construction
1979,3092,4563.058019999997,1451.5085299999996,1548.5474499999998,0.3180999457836151,0.3393661677837372,private sector: construction
1980,3544,4443.071439999997,1370.7278699999993,1431.2410999999988,0.3085090816020965,0.3221287727355957,private sector: construction
1981,785,4375.10456,1440.9122000000011,1475.7168000000013,0.3293434977531433,0.3372986316680908,private sector: construction
1983,8053,4108.984864166668,1130.7126349999992,1207.0183925,0.2751805186271667,0.2937510013580322,private sector: construction
1984,8528,4503.738728333326,1060.5025958333358,1115.0641866666697,0.2354716062545776,0.2475863397121429,private sector: construction
1985,8748,4716.346937500003,1050.913950833332,1113.855853333332,0.2228237092494964,0.2361691892147064,private sector: construction
1986,8817,4958.761913333335,1091.8512125,1158.006570000001,0.220186248421669,0.2335273623466491,private sector: construction
1987,8814,5052.094923333343,1060.120818333333,1122.6586725000018,0.2098378688097,0.2222164571285247,private sector: construction
1988,8543,5193.305334999972,1095.5863158333354,1151.2749016666703,0.2109612822532653,0.2216844260692596,private sector: construction
1989,8629,5322.18700833336,1144.779803333332,1202.8012974999986,0.2150957435369491,0.2259975671768188,private sector: construction
1990,8844,5199.759742499989,1072.3415691666662,1137.555507499998,0.2062290608882904,0.2187707871198654,private sector: construction
1991,7806,4684.79892666666,977.1191125000004,1034.7582841666676,0.2085722684860229,0.2208757102489471,private sector: construction
1992,7443,4592.873775000001,904.7102600000012,954.1168391666672,0.1969812959432602,0.2077385336160659,private sector: construction
1993,7491,4702.88296250001,929.4099466666676,973.2654200000006,0.1976255774497985,0.2069508135318756,private sector: construction
